43,23,15,14,1
13,14,5,49,47
18,0,28,9,25
7,41,26,1,13
19,27,39,13,5
43,23,42,8,19
45,23,43,33,12
34,10,36,37,35
49,24,30,43,32
24,4,2,9,32
37,34,11,1,17
19,30,27,20,49
37,9,48,30,12
32,15,5,21,0
21,27,39,12,14
6,16,30,44,22
44,26,33,27,43
37,13,3,26,34
39,6,10,33,30
37,23,35,40,47
19,3,31,37,36
9,15,48,32,43
8,20,41,12,47
22,3,2,38,23
18,8,3,24,22
26,12,20,21,10
39,8,21,20,38
9,2,39,1,36
48,10,3,6,20
9,22,42,40,3
22,19,46,15,18
10,6,28,31,0
18,38,7,4,2
6,14,9,48,5
22,16,14,5,31
15,11,9,44,8
43,3,15,5,37
5,28,11,33,49
12,31,40,27,29
46,15,32,26,13
24,26,6,18,34
0,42,33,25,13
17,6,1,16,29
45,16,46,36,37
9,28,43,17,23
0,47,19,35,10
47,25,15,49,21
41,45,23,12,2
1,22,18,38,4
12,6,29,22,30
2,34,28,4,33
24,26,3,19,0
20,1,35,29,32
35,46,49,27,41
27,49,43,2,46
42,13,29,5,15
2,40,28,13,5
6,4,10,47,12
11,31,41,12,46
48,27,33,25,1
23,42,30,36,44
49,1,17,39,43
20,24,15,38,21
24,12,44,23,3
15,14,18,3,8
5,27,32,25,38
24,44,34,15,20
42,47,24,30,7
4,46,25,41,5
42,5,36,10,21
23,17,21,2,42
27,29,9,34,25
20,7,21,38,30
4,46,5,13,19
28,26,46,31,7
9,39,25,45,11
11,4,38,19,3
38,44,15,23,40
6,39,22,25,34
28,33,47,37,21
1,41,28,13,37
42,8,19,32,1
49,45,26,9,28
45,25,48,11,34
43,12,2,38,16
31,20,0,38,15
0,42,40,33,32
46,17,39,11,47
18,11,42,25,9
40,18,17,33,28
48,28,29,16,4
13,9,7,25,10
4,10,48,14,38
36,11,13,45,19
3,31,28,29,14
7,17,23,47,37
31,16,48,12,8
7,14,20,10,41
6,27,15,8,37
15,45,26,32,4
27,22,48,35,41
27,39,0,21,34
44,24,2,1,45
